-0.99 -0.807778
-0.98 -0.815074
-0.97 -0.821909
-0.96 -0.8283
-0.95 -0.834265
-0.94 -0.839822
-0.93 -0.844987
-0.92 -0.849778
-0.91 -0.85421
-0.9 -0.858298
-0.89 -0.862057
-0.88 -0.865502
-0.87 -0.868647
-0.86 -0.871504
-0.85 -0.874087
-0.84 -0.876408
-0.83 -0.87848
-0.82 -0.880314
-0.81 -0.881921
-0.8 -0.883312
-0.79 -0.884499
-0.78 -0.885489
-0.77 -0.886295
-0.76 -0.886924
-0.75 -0.887385
-0.74 -0.887688
-0.73 -0.887841
-0.72 -0.887851
-0.71 -0.887727
-0.7 -0.887475
-0.69 -0.887102
-0.68 -0.886616
-0.67 -0.886023
-0.66 -0.885329
-0.65 -0.884539
-0.64 -0.88366
-0.63 -0.882697
-0.62 -0.881655
-0.61 -0.880538
-0.6 -0.879352
-0.59 -0.878101
-0.58 -0.87679
-0.57 -0.875421
-0.56 -0.873999
-0.55 -0.872529
-0.54 -0.871012
-0.53 -0.869452
-0.52 -0.867853
-0.51 -0.866217
-0.5 -0.864547
-0.49 -0.862846
-0.48 -0.861116
-0.47 -0.859359
-0.46 -0.857578
-0.45 -0.855774
-0.44 -0.85395
-0.43 -0.852106
-0.42 -0.850246
-0.41 -0.84837
-0.4 -0.846479
-0.39 -0.844576
-0.38 -0.842661
-0.37 -0.840736
-0.36 -0.838801
-0.35 -0.836858
-0.34 -0.834907
-0.33 -0.83295
-0.32 -0.830986
-0.31 -0.829018
-0.3 -0.827044
-0.29 -0.825067
-0.28 -0.823086
-0.27 -0.821102
-0.26 -0.819115
-0.25 -0.817126
-0.24 -0.815135
-0.23 -0.813142
-0.22 -0.811148
-0.21 -0.809152
-0.2 -0.807156
-0.19 -0.805159
-0.18 -0.803161
-0.17 -0.801163
-0.16 -0.799164
-0.15 -0.797165
-0.14 -0.795166
-0.13 -0.793166
-0.12 -0.791166
-0.11 -0.789166
-0.1 -0.787167
-0.09 -0.785167
-0.08 -0.783167
-0.07 -0.781168
-0.06 -0.779168
-0.05 -0.777168
-0.04 -0.775168
-0.03 -0.773169
-0.02 -0.771169
-0.01 -0.769169
8.8124e-16 -0.767169
0.01 -0.76517
0.02 -0.76317
0.03 -0.76117
0.04 -0.75917
0.05 -0.757171
0.06 -0.755171
0.07 -0.753171
0.08 -0.751171
0.09 -0.749171
0.1 -0.747171
0.11 -0.745171
0.12 -0.74317
0.13 -0.74117
0.14 -0.73917
0.15 -0.737169
0.16 -0.735168
0.17 -0.733167
0.18 -0.731165
0.19 -0.729163
0.2 -0.72716
0.21 -0.725157
0.22 -0.723152
0.23 -0.721146
0.24 -0.719139
0.25 -0.717131
0.26 -0.71512
0.27 -0.713107
0.28 -0.711091
0.29 -0.709073
0.3 -0.70705
0.31 -0.705024
0.32 -0.702994
0.33 -0.700958
0.34 -0.698916
0.35 -0.696867
0.36 -0.694811
0.37 -0.692747
0.38 -0.690673
0.39 -0.688589
0.4 -0.686493
0.41 -0.684385
0.42 -0.682262
0.43 -0.680125
0.44 -0.67797
0.45 -0.675796
0.46 -0.673602
0.47 -0.671386
0.48 -0.669145
0.49 -0.666878
0.5 -0.664582
0.51 -0.662255
0.52 -0.659895
0.53 -0.657498
0.54 -0.655061
0.55 -0.652583
0.56 -0.650058
0.57 -0.647485
0.58 -0.644859
0.59 -0.642177
0.6 -0.639434
0.61 -0.636626
0.62 -0.63375
0.63 -0.6308
0.64 -0.627771
0.65 -0.624659
0.66 -0.621458
0.67 -0.618162
0.68 -0.614766
0.69 -0.611263
0.7 -0.607647
0.71 -0.603911
0.72 -0.600048
0.73 -0.596052
0.74 -0.591914
0.75 -0.587626
0.76 -0.583181
0.77 -0.578569
0.78 -0.573782
0.79 -0.56881
0.8 -0.563644
0.81 -0.558273
0.82 -0.552688
0.83 -0.546878
0.84 -0.54083
0.85 -0.534534
0.86 -0.527978
0.87 -0.521149
0.88 -0.514034
0.89 -0.50662
0.9 -0.498893
0.91 -0.490838
0.92 -0.482441
0.93 -0.473687
0.94 -0.464559
0.95 -0.455042
0.96 -0.445119
0.97 -0.434771
0.98 -0.423982
0.99 -0.412733
